count seq     parallel  seq-conc par-conc
1     698      718      696      722
2     1441     1064     1419     1077
3     2147     3586     2160     1450
4     18717    16768    18712    16772
5     19189    17688    19169    17674
6     19859    17258    19900    17254
7     20582    18250    20614    18264
8     21321    18639    21328    18666
9     21831    18867    21835    17894
10    32558    18157    32612    19352
11    34751    23587    34573    23095
12    35381    19476    35336    22338
13    36050    26487    36564    26385
14    46694    25950    46910    27691
15    47541    27718    47511    28087
16    48196    30727    51431    29017
17    49110    28537    48914    30217
18    49914    29742    49760    30530
19    66028    34892    65969    36621
20    66700    35586    66820    39066
21    67098    38889    67162    41063
22    68831    38886    67956    39243
23    71434    39089    68477    37475
24    69090    39173    70357    40380
25    80764    45726    80822    47741
26    81590    48316    83576    45849
27    82061    44855    82120    46649
28    83087    46234    82910    44346
29    83500    47598    83733    47037
30    84568    47666    84321    46497
31    84867    48166    85334    48477
32    86836    48392    85810    47958
33    86511    48316    91560    51353
34    87248    49199    87335    48280
35    111481    68922    111651    65047
36    123911    73739    126310    71156
37    124969    69898    123898    69160
38    125470    68449    125079    69524
39    124923    74802    124915    68039
40    125685    70869    125501    72961
41    126321    71558    126227    78379
42    126977    68188    127086    72686
43    127529    69700    128027    70936
44    130767    75916    133465    71454
45    134172    74806    131605    74214
46    131773    73436    131950    75876
47    132715    74600    132599    75787
48    133233    75433    133400    76541
49    133674    75176    133709    76928
50    137793    80405    137281    75715
51    138120    80769    138263    80686
52    138779    76224    138737    80680
53    139439    74456    139463    76872
54    152202    84758    151804    89365
55    152885    83244    153106    83579
56    154030    83974    153816    89950
57    154953    86747    154735    88241
58    155320    88114    155226    88204
59    155826    87710    158584    86503
60    168449    97298    170061    97169
61    169362    95152    169148    97927
62    169963    95032    169795    96672
63    170342    99081    170552    98476
64    171496    95165    171363    99369
65    175372    95815    171790    97823
66    172710    99302    172413    99545
67    173892    94650    173293    95142
68    174181    101246    174018    96483
69    174248    101267    174475    98344
70    175195    103400    176754    101495
71    179533    100805    178295    98373
72    177351    105375    176551    100522
73    177236    102228    177480    103806
74    178454    103271    178043    108268
75    181035    105347    178592    105301
76    180860    106742    180033    106567
77    180947    106899    183841    104913
78    181839    104960    182230    108769
79    182817    99536    182554    105508
80    183314    103085    183174    101378
81    184346    105235    184020    104455
82    184908    107001    184254    102597
83    186860    103565    185269    100451
84    188604    104416    188940    102720
85    192455    103543    189714    108842
86    190461    109604    190521    118851
87    193242    106163    191108    105751
88    192101    108173    192189    111057
89    192240    105893    192615    106755
90    193004    109314    193281    105061
91    195240    109854    198121    111847
92    194164    108659    194562    106243
93    196317    111416    195609    111278
94    195637    110581    195672    108498
95    197873    113435    196433    117707
96    209564    131063    209438    119198
97    209937    122763    211128    116565
98    211345    121617    211313    119591
99    228313    119764    210798    117615
100    188451    104719    212027    119826
